State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date,Arrival Quantity Kg,Min Price Per Kg,Max Price Per Kg,Modal Price Per Kg
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.32,Metric Tonnes,2026-01-20,320.0,25.0,30.0,27.5
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.74,Metric Tonnes,2026-01-20,740.0,25.0,30.0,27.5
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.14,Metric Tonnes,2026-01-20,140.0,30.0,35.0,32.5
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.86,Metric Tonnes,2026-01-20,860.0,25.0,25.0,25.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.18,Metric Tonnes,2026-01-20,180.0,30.0,30.0,30.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.07,Metric Tonnes,2026-01-20,70.0,25.0,30.0,27.5
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2800.0,2650.0,Rs./Quintal,7.84,Metric Tonnes,2026-01-20,7840.0,25.0,28.0,26.5
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.31,Metric Tonnes,2026-01-20,310.0,25.0,30.0,27.5
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2200.0,2800.0,2500.0,Rs./Quintal,1.02,Metric Tonnes,2026-01-20,1020.0,22.0,28.0,25.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2700.0,3000.0,2850.0,Rs./Quintal,0.05,Metric Tonnes,2026-01-20,50.0,27.0,30.0,28.5
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.27,Metric Tonnes,2026-01-20,270.0,25.0,30.0,27.5
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.2,Metric Tonnes,2026-01-20,200.0,25.0,30.0,27.5
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2400.0,2800.0,2600.0,Rs./Quintal,0.89,Metric Tonnes,2026-01-20,890.0,24.0,28.0,26.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.52,Metric Tonnes,2026-01-20,520.0,35.0,40.0,37.5
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.69,Metric Tonnes,2026-01-20,690.0,20.0,25.0,22.5
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.15,Metric Tonnes,2026-01-20,150.0,30.0,35.0,32.5
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,2600.0,2600.0,Rs./Quintal,1.28,Metric Tonnes,2026-01-20,1280.0,26.0,26.0,26.0
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.17,Metric Tonnes,2026-01-20,170.0,25.0,25.0,25.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2600.0,2300.0,Rs./Quintal,1.13,Metric Tonnes,2026-01-20,1130.0,20.0,26.0,23.0
Tamil Nadu,Vellore,Thirupathur APMC,Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,6.3,Metric Tonnes,2026-01-20,6300.0,25.0,25.0,25.0
Tamil Nadu,Villupuram,Tindivanam APMC,Vegetables,Tomato,Deshi,Local,1800.0,2000.0,1900.0,Rs./Quintal,0.42,Metric Tonnes,2026-01-20,420.0,18.0,20.0,19.0
Tamil Nadu,Namakkal,Tiruchengode APMC,Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.85,Metric Tonnes,2026-01-20,850.0,30.0,35.0,32.5
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.22,Metric Tonnes,2026-01-20,220.0,30.0,30.0,30.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2000.0,1750.0,Rs./Quintal,1.38,Metric Tonnes,2026-01-20,1380.0,15.0,20.0,17.5
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.24,Metric Tonnes,2026-01-20,240.0,30.0,30.0,30.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2800.0,3200.0,3000.0,Rs./Quintal,2.3,Metric Tonnes,2026-01-20,2300.0,28.0,32.0,30.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.76,Metric Tonnes,2026-01-20,760.0,30.0,35.0,32.5
Tamil Nadu,Villupuram,Ulundurpettai APMC,Vegetables,Tomato,Deshi,Local,3500.0,3500.0,3500.0,Rs./Quintal,0.42,Metric Tonnes,2026-01-20,420.0,35.0,35.0,35.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2600.0,2300.0,Rs./Quintal,0.6,Metric Tonnes,2026-01-20,600.0,20.0,26.0,23.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,1.1,Metric Tonnes,2026-01-20,1100.0,30.0,35.0,32.5
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2400.0,2800.0,2600.0,Rs./Quintal,1.89,Metric Tonnes,2026-01-20,1890.0,24.0,28.0,26.0
Tamil Nadu,Thiruvarur,Valangaiman APMC,Vegetables,Tomato,Deshi,Local,2600.0,2600.0,2600.0,Rs./Quintal,0.07,Metric Tonnes,2026-01-20,70.0,26.0,26.0,26.0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,9.1,Metric Tonnes,2026-01-20,9100.0,25.0,30.0,27.5
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.03,Metric Tonnes,2026-01-20,30.0,25.0,30.0,27.5
Tamil Nadu,Vellore,Vellore APMC,Vegetables,Tomato,Deshi,Local,2000.0,2200.0,2100.0,Rs./Quintal,3.6,Metric Tonnes,2026-01-20,3600.0,20.0,22.0,21.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.35,Metric Tonnes,2026-01-20,350.0,25.0,30.0,27.5
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3500.0,3450.0,Rs./Quintal,0.08,Metric Tonnes,2026-01-20,80.0,34.0,35.0,34.5
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.16,Metric Tonnes,2026-01-20,160.0,25.0,25.0,25.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2400.0,2200.0,Rs./Quintal,3.98,Metric Tonnes,2026-01-21,3980.0,20.0,24.0,22.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.54,Metric Tonnes,2026-01-21,540.0,25.0,30.0,27.5
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.09,Metric Tonnes,2026-01-21,90.0,30.0,30.0,30.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2600.0,2300.0,Rs./Quintal,0.75,Metric Tonnes,2026-01-21,750.0,20.0,26.0,23.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,2600.0,2600.0,Rs./Quintal,1.83,Metric Tonnes,2026-01-21,1830.0,26.0,26.0,26.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.68,Metric Tonnes,2026-01-21,680.0,30.0,35.0,32.5
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,2600.0,3000.0,2800.0,Rs./Quintal,0.16,Metric Tonnes,2026-01-21,160.0,26.0,30.0,28.0
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.64,Metric Tonnes,2026-01-21,640.0,25.0,30.0,27.5
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2600.0,2050.0,Rs./Quintal,2.05,Metric Tonnes,2026-01-21,2050.0,15.0,26.0,20.5
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2400.0,2200.0,Rs./Quintal,0.52,Metric Tonnes,2026-01-21,520.0,20.0,24.0,22.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,1.32,Metric Tonnes,2026-01-21,1320.0,20.0,25.0,22.5
Tamil Nadu,Chengalpattu,Chengalpet(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,4000.0,3500.0,Rs./Quintal,0.7,Metric Tonnes,2026-01-21,700.0,30.0,40.0,35.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.56,Metric Tonnes,2026-01-21,560.0,20.0,25.0,22.5
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2600.0,2300.0,Rs./Quintal,1.8,Metric Tonnes,2026-01-21,1800.0,20.0,26.0,23.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3400.0,3200.0,Rs./Quintal,1.65,Metric Tonnes,2026-01-21,1650.0,30.0,34.0,32.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.38,Metric Tonnes,2026-01-21,380.0,25.0,25.0,25.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,2.32,Metric Tonnes,2026-01-21,2320.0,20.0,25.0,22.5
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.23,Metric Tonnes,2026-01-21,230.0,25.0,30.0,27.5
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.37,Metric Tonnes,2026-01-21,370.0,25.0,25.0,25.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,1.6,Metric Tonnes,2026-01-21,1600.0,25.0,30.0,27.5
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,2800.0,2700.0,Rs./Quintal,0.76,Metric Tonnes,2026-01-21,760.0,26.0,28.0,27.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.2,Metric Tonnes,2026-01-21,200.0,25.0,30.0,27.5
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2000.0,2000.0,Rs./Quintal,1.2,Metric Tonnes,2026-01-21,1200.0,20.0,20.0,20.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2000.0,1750.0,Rs./Quintal,7.0,Metric Tonnes,2026-01-21,7000.0,15.0,20.0,17.5
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.55,Metric Tonnes,2026-01-21,550.0,25.0,30.0,27.5
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3800.0,3400.0,Rs./Quintal,0.04,Metric Tonnes,2026-01-21,40.0,30.0,38.0,34.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.84,Metric Tonnes,2026-01-21,840.0,25.0,25.0,25.0
Tamil Nadu,Kancheepuram,Kancheepuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.9,Metric Tonnes,2026-01-21,900.0,30.0,35.0,32.5
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,3000.0,2800.0,Rs./Quintal,1.53,Metric Tonnes,2026-01-21,1530.0,26.0,30.0,28.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.44,Metric Tonnes,2026-01-21,440.0,25.0,30.0,27.5
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.59,Metric Tonnes,2026-01-21,590.0,25.0,30.0,27.5
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.27,Metric Tonnes,2026-01-21,270.0,25.0,30.0,27.5
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2000.0,1750.0,Rs./Quintal,1.34,Metric Tonnes,2026-01-21,1340.0,15.0,20.0,17.5
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2800.0,2800.0,2800.0,Rs./Quintal,1.6,Metric Tonnes,2026-01-21,1600.0,28.0,28.0,28.0
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,4000.0,4600.0,4300.0,Rs./Quintal,0.22,Metric Tonnes,2026-01-21,220.0,40.0,46.0,43.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1400.0,1800.0,1600.0,Rs./Quintal,3.48,Metric Tonnes,2026-01-21,3480.0,14.0,18.0,16.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1600.0,2000.0,1800.0,Rs./Quintal,1.85,Metric Tonnes,2026-01-21,1850.0,16.0,20.0,18.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.38,Metric Tonnes,2026-01-21,380.0,25.0,30.0,27.5
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2400.0,3000.0,2700.0,Rs./Quintal,1.24,Metric Tonnes,2026-01-21,1240.0,24.0,30.0,27.0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.44,Metric Tonnes,2026-01-21,440.0,25.0,25.0,25.0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.11,Metric Tonnes,2026-01-21,110.0,30.0,35.0,32.5
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,2600.0,2600.0,Rs./Quintal,1.11,Metric Tonnes,2026-01-21,1110.0,26.0,26.0,26.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,2600.0,2600.0,Rs./Quintal,0.45,Metric Tonnes,2026-01-21,450.0,26.0,26.0,26.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.18,Metric Tonnes,2026-01-21,180.0,35.0,40.0,37.5
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2600.0,2300.0,Rs./Quintal,0.75,Metric Tonnes,2026-01-21,750.0,20.0,26.0,23.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,2.98,Metric Tonnes,2026-01-21,2980.0,25.0,30.0,27.5
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2400.0,3000.0,2700.0,Rs./Quintal,0.54,Metric Tonnes,2026-01-21,540.0,24.0,30.0,27.0
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.04,Metric Tonnes,2026-01-21,40.0,30.0,30.0,30.0
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.2,Metric Tonnes,2026-01-21,200.0,25.0,30.0,27.5
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.3,Metric Tonnes,2026-01-21,300.0,25.0,30.0,27.5
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,4500.0,4000.0,Rs./Quintal,0.3,Metric Tonnes,2026-01-21,300.0,35.0,45.0,40.0
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,6.54,Metric Tonnes,2026-01-21,6540.0,25.0,30.0,27.5
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2400.0,2400.0,2400.0,Rs./Quintal,0.07,Metric Tonnes,2026-01-21,70.0,24.0,24.0,24.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3600.0,3500.0,Rs./Quintal,2.8,Metric Tonnes,2026-01-21,2800.0,34.0,36.0,35.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.02,Metric Tonnes,2026-01-21,20.0,30.0,30.0,30.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.06,Metric Tonnes,2026-01-21,60.0,30.0,30.0,30.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.06,Metric Tonnes,2026-01-21,60.0,25.0,30.0,27.5
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.18,Metric Tonnes,2026-01-21,180.0,30.0,30.0,30.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2800.0,2800.0,2800.0,Rs./Quintal,0.78,Metric Tonnes,2026-01-21,780.0,28.0,28.0,28.0
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,4000.0,4000.0,4000.0,Rs./Quintal,0.1,Metric Tonnes,2026-01-21,100.0,40.0,40.0,40.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2600.0,2800.0,2700.0,Rs./Quintal,0.33,Metric Tonnes,2026-01-21,330.0,26.0,28.0,27.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,1.45,Metric Tonnes,2026-01-21,1450.0,25.0,30.0,27.5
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.32,Metric Tonnes,2026-01-21,320.0,20.0,25.0,22.5
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.76,Metric Tonnes,2026-01-21,760.0,25.0,30.0,27.5
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.23,Metric Tonnes,2026-01-21,230.0,30.0,35.0,32.5
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.82,Metric Tonnes,2026-01-21,820.0,25.0,25.0,25.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.17,Metric Tonnes,2026-01-21,170.0,30.0,30.0,30.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.06,Metric Tonnes,2026-01-21,60.0,25.0,30.0,27.5
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,7.72,Metric Tonnes,2026-01-21,7720.0,20.0,25.0,22.5
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2800.0,3000.0,2900.0,Rs./Quintal,0.33,Metric Tonnes,2026-01-21,330.0,28.0,30.0,29.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2200.0,2800.0,2500.0,Rs./Quintal,0.92,Metric Tonnes,2026-01-21,920.0,22.0,28.0,25.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.05,Metric Tonnes,2026-01-21,50.0,25.0,30.0,27.5
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2400.0,2200.0,Rs./Quintal,6.72,Metric Tonnes,2026-01-21,6720.0,20.0,24.0,22.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.21,Metric Tonnes,2026-01-21,210.0,25.0,30.0,27.5
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2200.0,2500.0,2350.0,Rs./Quintal,0.92,Metric Tonnes,2026-01-21,920.0,22.0,25.0,23.5
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.48,Metric Tonnes,2026-01-21,480.0,35.0,40.0,37.5
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.73,Metric Tonnes,2026-01-21,730.0,20.0,25.0,22.5
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.15,Metric Tonnes,2026-01-21,150.0,25.0,30.0,27.5
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2800.0,2800.0,2800.0,Rs./Quintal,1.3,Metric Tonnes,2026-01-21,1300.0,28.0,28.0,28.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2200.0,2600.0,2400.0,Rs./Quintal,3.61,Metric Tonnes,2026-01-21,3610.0,22.0,26.0,24.0
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.18,Metric Tonnes,2026-01-21,180.0,25.0,25.0,25.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2600.0,2300.0,Rs./Quintal,1.13,Metric Tonnes,2026-01-21,1130.0,20.0,26.0,23.0
