Arrival Date,Market,District,Variety,Modal Price Per Kg,Arrival Quantity Kg,day_of_week,day_of_month,month,week_of_year,price_lag_1,price_lag_7,price_lag_14,rolling_price_7,rolling_price_14
2026-02-18,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.5,470.0,2,18,2,8,27.5,23.0,21.0,23.857142857142858,22.785714285714285
2026-02-19,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,480.0,3,19,2,8,27.5,23.0,21.0,24.142857142857142,23.071428571428573
2026-02-20,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,480.0,4,20,2,8,25.0,23.0,21.0,24.142857142857142,23.214285714285715
2026-02-21,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,460.0,5,21,2,8,23.0,21.0,21.0,24.428571428571427,23.357142857142858
2026-02-22,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,470.0,6,22,2,8,23.0,22.0,22.0,24.571428571428573,23.428571428571427
2026-02-23,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,480.0,0,23,2,9,23.0,23.0,21.0,24.285714285714285,23.428571428571427
2026-02-24,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,490.0,1,24,2,9,21.0,27.5,23.0,22.785714285714285,23.0
2026-02-25,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,480.0,2,25,2,9,17.0,27.5,23.0,21.857142857142858,22.857142857142858
2026-02-26,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,490.0,3,26,2,9,21.0,25.0,23.0,21.0,22.571428571428573
2026-02-27,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,500.0,4,27,2,9,19.0,23.0,23.0,20.142857142857142,22.142857142857142
2026-02-28,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,17.0,490.0,5,28,2,9,17.0,23.0,21.0,19.285714285714285,21.857142857142858
2026-03-01,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,17.0,480.0,6,1,3,9,17.0,23.0,22.0,18.428571428571427,21.5
2026-03-02,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,490.0,0,2,3,10,17.0,21.0,23.0,17.857142857142858,21.071428571428573
2026-03-03,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,500.0,1,3,3,10,17.0,17.0,27.5,18.142857142857142,20.464285714285715
2026-03-04,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,500.0,2,4,3,10,19.0,21.0,27.5,17.857142857142858,19.857142857142858
2026-03-05,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,490.0,3,5,3,10,19.0,19.0,25.0,17.857142857142858,19.428571428571427
2026-03-06,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,480.0,4,6,3,10,19.0,17.0,23.0,18.142857142857142,19.142857142857142
2026-03-07,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,490.0,5,7,3,10,19.0,17.0,23.0,18.571428571428573,18.928571428571427
2026-03-08,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,440.0,6,8,3,10,20.0,17.0,23.0,19.0,18.714285714285715
2026-03-09,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,420.0,0,9,3,11,20.0,17.0,21.0,19.428571428571427,18.642857142857142
2026-03-10,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,420.0,1,10,3,11,20.0,19.0,17.0,19.142857142857142,18.642857142857142
2026-03-11,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,430.0,2,11,3,11,17.0,19.0,21.0,18.857142857142858,18.357142857142858
2026-03-12,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,440.0,3,12,3,11,17.0,19.0,19.0,18.571428571428573,18.214285714285715
2026-03-13,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,440.0,4,13,3,11,17.0,19.0,17.0,18.285714285714285,18.214285714285715
2026-03-14,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,18.0,500.0,5,14,3,11,17.0,20.0,17.0,18.0,18.285714285714285
2026-03-15,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,450.0,6,15,3,11,18.0,20.0,17.0,18.0,18.5
2026-03-16,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,430.0,0,16,3,12,20.0,20.0,17.0,18.428571428571427,18.928571428571427
2026-03-17,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,17.5,490.0,1,17,3,12,23.0,17.0,19.0,18.5,18.821428571428573
2026-03-18,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.5,490.0,2,18,3,12,17.5,17.0,19.0,18.571428571428573,18.714285714285715
2026-03-19,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,440.0,3,19,3,12,17.5,17.0,19.0,18.857142857142858,18.714285714285715
2026-03-20,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,440.0,4,20,3,12,19.0,17.0,19.0,19.142857142857142,18.714285714285715
2026-03-21,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,440.0,5,21,3,12,19.0,18.0,20.0,19.285714285714285,18.642857142857142
2026-03-22,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,22.0,430.0,6,22,3,12,19.0,20.0,20.0,19.571428571428573,18.785714285714285
2026-03-23,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,22.0,440.0,0,23,3,13,22.0,23.0,20.0,19.428571428571427,18.928571428571427
2026-03-24,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,440.0,1,24,3,13,22.0,17.5,17.0,19.642857142857142,19.071428571428573
2026-03-25,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,18.0,440.0,2,25,3,13,19.0,17.5,17.0,19.714285714285715,19.142857142857142
2026-03-26,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,17.0,450.0,3,26,3,13,18.0,19.0,17.0,19.428571428571427,19.142857142857142
2026-03-27,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,18.0,480.0,4,27,3,13,17.0,19.0,17.0,19.285714285714285,19.214285714285715
2026-03-28,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,21.0,490.0,5,28,3,13,18.0,19.0,18.0,19.571428571428573,19.428571428571427
2026-03-29,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,450.0,6,29,3,13,21.0,22.0,20.0,19.285714285714285,19.428571428571427
2026-03-30,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,460.0,0,30,3,14,20.0,22.0,23.0,19.0,19.214285714285715
2026-03-31,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,460.0,1,31,3,14,20.0,19.0,17.5,19.571428571428573,19.607142857142858
2026-04-01,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,470.0,2,1,4,14,23.0,18.0,17.5,20.285714285714285,20.0
2026-04-02,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,470.0,3,2,4,14,23.0,17.0,19.0,20.571428571428573,20.0
2026-04-03,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,460.0,4,3,4,14,19.0,18.0,19.0,20.714285714285715,20.0
2026-04-04,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,22.0,470.0,5,4,4,14,19.0,21.0,19.0,20.857142857142858,20.214285714285715
2026-04-05,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,21.0,480.0,6,5,4,14,22.0,20.0,22.0,21.0,20.142857142857142
2026-04-06,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,470.0,0,6,4,15,21.0,20.0,22.0,21.142857142857142,20.071428571428573
2026-04-07,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,470.0,1,7,4,15,21.0,23.0,19.0,20.857142857142858,20.214285714285715
2026-04-08,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,19.0,480.0,2,8,4,15,21.0,23.0,18.0,20.285714285714285,20.285714285714285
2026-04-09,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,480.0,3,9,4,15,19.0,19.0,17.0,20.571428571428573,20.571428571428573
2026-04-10,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,22.0,480.0,4,10,4,15,21.0,19.0,18.0,21.0,20.857142857142858
2026-04-11,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,28.0,470.0,5,11,4,15,22.0,22.0,21.0,21.857142857142858,21.357142857142858
2026-04-12,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,420.0,6,12,4,15,28.0,21.0,20.0,22.714285714285715,21.857142857142858
2026-04-13,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,420.0,0,13,4,16,27.0,21.0,20.0,23.571428571428573,22.357142857142858
2026-04-14,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,30.0,410.0,1,14,4,16,27.0,21.0,23.0,24.857142857142858,22.857142857142858
2026-04-15,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,31.0,420.0,2,15,4,16,30.0,19.0,23.0,26.571428571428573,23.428571428571427
2026-04-16,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,420.0,3,16,4,16,31.0,21.0,19.0,27.428571428571427,24.0
2026-04-17,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,410.0,4,17,4,16,27.0,22.0,19.0,28.0,24.5
2026-04-18,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,29.0,410.0,5,18,4,16,26.0,28.0,22.0,28.142857142857142,25.0
2026-04-19,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,30.0,430.0,6,19,4,16,29.0,27.0,21.0,28.571428571428573,25.642857142857142
2026-04-20,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,36.0,430.0,0,20,4,17,30.0,27.0,21.0,29.857142857142858,26.714285714285715
2026-04-21,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,37.0,430.0,1,21,4,17,36.0,30.0,21.0,30.857142857142858,27.857142857142858
2026-04-22,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,37.5,440.0,2,22,4,17,37.0,31.0,19.0,31.785714285714285,29.178571428571427
2026-04-24,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,37.5,440.0,4,24,4,17,37.5,27.0,21.0,33.285714285714285,30.357142857142858
2026-04-25,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,46.0,440.0,5,25,4,17,37.5,26.0,22.0,36.142857142857146,32.07142857142857
2026-04-26,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,47.5,450.0,6,26,4,17,46.0,29.0,28.0,38.785714285714285,33.464285714285715
2026-04-27,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,57.5,320.0,0,27,4,18,47.5,30.0,27.0,42.714285714285715,35.642857142857146
2026-04-28,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,57.5,320.0,1,28,4,18,57.5,36.0,27.0,45.785714285714285,37.82142857142857
2026-04-29,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,310.0,2,29,4,18,57.5,37.0,30.0,46.92857142857143,38.892857142857146
2026-04-30,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.0,310.0,3,30,4,18,45.0,37.5,31.0,47.57142857142857,39.67857142857143
2026-05-01,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,41.0,280.0,4,1,5,18,42.0,37.5,27.0,48.07142857142857,40.67857142857143
2026-05-02,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,38.0,320.0,5,2,5,18,41.0,46.0,26.0,46.92857142857143,41.535714285714285
2026-05-03,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.5,330.0,6,3,5,18,38.0,47.5,29.0,46.214285714285715,42.5
2026-05-04,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,37.5,330.0,0,4,5,19,42.5,57.5,30.0,43.357142857142854,43.035714285714285
2026-05-05,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.5,330.0,1,5,5,19,37.5,57.5,36.0,41.214285714285715,43.5
2026-05-06,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,37.5,410.0,2,6,5,19,42.5,45.0,37.0,40.142857142857146,43.535714285714285
2026-05-07,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,46.0,330.0,3,7,5,19,37.5,42.0,37.5,40.714285714285715,44.142857142857146
2026-05-08,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,44.0,470.0,4,8,5,19,46.0,41.0,37.5,41.142857142857146,44.607142857142854
2026-05-09,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,44.0,330.0,5,9,5,19,44.0,38.0,46.0,42.0,44.464285714285715
2026-05-10,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,39.0,340.0,6,10,5,19,44.0,42.5,47.5,41.5,43.857142857142854
2026-05-11,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,31.0,340.0,0,11,5,20,39.0,37.5,57.5,40.57142857142857,41.964285714285715
2026-05-12,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,31.0,350.0,1,12,5,20,31.0,42.5,57.5,38.92857142857143,40.07142857142857
2026-05-13,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,40.0,320.0,2,13,5,20,31.0,37.5,45.0,39.285714285714285,39.714285714285715
2026-05-14,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,40.0,330.0,3,14,5,20,40.0,46.0,42.0,38.42857142857143,39.57142857142857
2026-05-15,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,40.0,330.0,4,15,5,20,40.0,44.0,41.0,37.857142857142854,39.5
2026-05-16,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.0,310.0,5,16,5,20,40.0,44.0,38.0,37.57142857142857,39.785714285714285
2026-05-17,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,48.0,340.0,6,17,5,20,42.0,39.0,42.5,38.857142857142854,40.17857142857143
2026-05-18,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,50.0,350.0,0,18,5,21,48.0,31.0,37.5,41.57142857142857,41.07142857142857
2026-05-19,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,46.0,360.0,1,19,5,21,50.0,31.0,42.5,43.714285714285715,41.32142857142857
2026-05-20,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,370.0,2,20,5,21,46.0,40.0,37.5,44.42857142857143,41.857142857142854
2026-05-21,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,45.0,460.0,3,21,5,21,45.0,40.0,46.0,45.142857142857146,41.785714285714285
2026-05-22,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,370.0,4,22,5,21,45.0,40.0,44.0,45.857142857142854,41.857142857142854
2026-05-23,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,45.0,470.0,5,23,5,21,45.0,42.0,44.0,46.285714285714285,41.92857142857143
2026-05-24,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,47.5,440.0,6,24,5,21,45.0,48.0,39.0,46.214285714285715,42.535714285714285
2026-05-25,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,41.0,440.0,0,25,5,22,47.5,50.0,31.0,44.92857142857143,43.25
2026-05-26,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,44.0,420.0,1,26,5,22,41.0,46.0,31.0,44.642857142857146,44.17857142857143
2026-05-27,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,360.0,2,27,5,22,44.0,45.0,40.0,44.642857142857146,44.535714285714285
2026-05-28,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,370.0,3,28,5,22,45.0,45.0,40.0,44.642857142857146,44.892857142857146
2026-05-29,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.0,360.0,4,29,5,22,45.0,45.0,40.0,44.214285714285715,45.035714285714285
2026-05-30,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.0,370.0,5,30,5,22,42.0,45.0,42.0,43.785714285714285,45.035714285714285
2026-05-31,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,42.0,320.0,6,31,5,22,42.0,47.5,48.0,43.0,44.607142857142854
2026-06-01,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,41.0,330.0,0,1,6,23,42.0,41.0,50.0,43.0,43.964285714285715
2026-06-02,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,340.0,1,2,6,23,41.0,44.0,46.0,43.142857142857146,43.892857142857146
2026-06-03,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,46.0,340.0,2,3,6,23,45.0,45.0,45.0,43.285714285714285,43.964285714285715
2026-06-04,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,50.0,420.0,3,4,6,23,46.0,45.0,45.0,44.0,44.32142857142857
2026-06-05,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,50.0,350.0,4,5,6,23,50.0,42.0,45.0,45.142857142857146,44.67857142857143
2026-06-06,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,50.0,360.0,5,6,6,23,50.0,42.0,45.0,46.285714285714285,45.035714285714285
2026-06-07,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,50.0,360.0,6,7,6,23,50.0,42.0,47.5,47.42857142857143,45.214285714285715
2026-06-08,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,50.0,360.0,0,8,6,24,50.0,41.0,41.0,48.714285714285715,45.857142857142854
2026-06-09,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,56.0,370.0,1,9,6,24,50.0,45.0,44.0,50.285714285714285,46.714285714285715
2026-06-10,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,53.0,360.0,2,10,6,24,56.0,46.0,45.0,51.285714285714285,47.285714285714285
2026-06-11,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,51.0,440.0,3,11,6,24,53.0,50.0,45.0,51.42857142857143,47.714285714285715
2026-06-12,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,46.0,370.0,4,12,6,24,51.0,50.0,42.0,50.857142857142854,48.0
2026-06-13,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,46.0,370.0,5,13,6,24,46.0,50.0,42.0,50.285714285714285,48.285714285714285
2026-06-14,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,43.0,360.0,6,14,6,24,46.0,50.0,42.0,49.285714285714285,48.357142857142854
2026-06-15,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,360.0,0,15,6,25,43.0,50.0,41.0,48.57142857142857,48.642857142857146
2026-06-16,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,45.0,370.0,1,16,6,25,45.0,56.0,45.0,47.0,48.642857142857146
2026-06-17,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,37.0,360.0,2,17,6,25,45.0,53.0,46.0,44.714285714285715,48.0
2026-06-18,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,37.0,370.0,3,18,6,25,37.0,51.0,50.0,42.714285714285715,47.07142857142857
2026-06-19,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,34.0,340.0,4,19,6,25,37.0,46.0,50.0,41.0,45.92857142857143
2026-06-20,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,34.0,460.0,5,20,6,25,34.0,46.0,50.0,39.285714285714285,44.785714285714285
2026-06-21,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,350.0,6,21,6,25,34.0,43.0,50.0,37.0,43.142857142857146
2026-06-22,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,350.0,0,22,6,26,27.0,45.0,50.0,34.285714285714285,41.42857142857143
2026-06-23,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,31.0,360.0,1,23,6,26,26.0,45.0,56.0,32.285714285714285,39.642857142857146
2026-06-24,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,31.0,360.0,2,24,6,26,31.0,37.0,53.0,31.428571428571427,38.07142857142857
2026-06-25,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,29.0,470.0,3,25,6,26,31.0,37.0,51.0,30.285714285714285,36.5
2026-06-26,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,24.0,470.0,4,26,6,26,29.0,34.0,46.0,28.857142857142858,34.92857142857143
2026-06-27,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,370.0,5,27,6,26,24.0,34.0,46.0,27.714285714285715,33.5
2026-06-28,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,370.0,6,28,6,26,26.0,27.0,43.0,27.571428571428573,32.285714285714285
2026-06-29,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,380.0,0,29,6,27,26.0,26.0,45.0,27.571428571428573,30.928571428571427
2026-06-30,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,380.0,1,30,6,27,26.0,31.0,45.0,26.857142857142858,29.571428571428573
2026-07-01,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,30.0,390.0,2,1,7,27,26.0,31.0,37.0,26.714285714285715,29.071428571428573
2026-07-02,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,29.0,390.0,3,2,7,27,30.0,29.0,37.0,26.714285714285715,28.5
2026-07-03,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,330.0,4,3,7,27,29.0,24.0,34.0,27.0,27.928571428571427
2026-07-04,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,26.0,470.0,5,4,7,27,26.0,26.0,34.0,27.0,27.357142857142858
2026-07-05,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,260.0,6,5,7,27,26.0,26.0,27.0,26.857142857142858,27.214285714285715
2026-07-06,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,270.0,0,6,7,28,25.0,26.0,26.0,26.428571428571427,27.0
2026-07-07,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,20.0,270.0,1,7,7,28,23.0,26.0,31.0,25.571428571428573,26.214285714285715
2026-07-08,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,280.0,2,8,7,28,20.0,30.0,31.0,24.571428571428573,25.642857142857142
2026-07-09,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,280.0,3,9,7,28,23.0,29.0,29.0,23.714285714285715,25.214285714285715
2026-07-10,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,280.0,4,10,7,28,23.0,26.0,24.0,23.285714285714285,25.142857142857142
2026-07-11,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,24.0,280.0,5,11,7,28,23.0,26.0,26.0,23.0,25.0
2026-07-12,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,24.0,280.0,6,12,7,28,24.0,25.0,26.0,22.857142857142858,24.857142857142858
2026-07-13,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,290.0,0,13,7,29,24.0,23.0,26.0,23.142857142857142,24.785714285714285
2026-07-14,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,29.0,290.0,1,14,7,29,25.0,20.0,26.0,24.428571428571427,25.0
2026-07-15,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.0,300.0,2,15,7,29,29.0,23.0,30.0,24.857142857142858,24.714285714285715
2026-07-16,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,27.0,430.0,3,16,7,29,26.0,23.0,29.0,25.428571428571427,24.571428571428573
2026-07-17,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,300.0,4,17,7,29,27.0,23.0,26.0,26.0,24.642857142857142
2026-07-18,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,290.0,5,18,7,29,27.0,24.0,26.0,26.428571428571427,24.714285714285715
2026-07-19,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,27.0,300.0,6,19,7,29,27.0,24.0,25.0,26.857142857142858,24.857142857142858
2026-07-20,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,26.5,290.0,0,20,7,30,27.0,25.0,23.0,27.071428571428573,25.107142857142858
2026-07-21,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,22.5,300.0,1,21,7,30,26.5,29.0,20.0,26.142857142857142,25.285714285714285
2026-07-22,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,290.0,2,22,7,30,22.5,26.0,23.0,25.714285714285715,25.285714285714285
2026-07-23,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,300.0,3,23,7,30,23.0,27.0,23.0,25.142857142857142,25.285714285714285
2026-07-24,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,300.0,4,24,7,30,23.0,27.0,23.0,24.285714285714285,25.142857142857142
2026-07-25,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,310.0,5,25,7,30,21.0,27.0,24.0,23.428571428571427,24.928571428571427
2026-07-26,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,310.0,6,26,7,30,21.0,27.0,24.0,23.142857142857142,25.0
2026-07-27,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,320.0,0,27,7,31,25.0,26.5,25.0,22.928571428571427,25.0
2026-07-28,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,320.0,1,28,7,31,25.0,22.5,29.0,23.285714285714285,24.714285714285715
2026-07-29,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,330.0,2,29,7,31,25.0,23.0,26.0,23.285714285714285,24.5
2026-07-30,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,340.0,3,30,7,31,23.0,23.0,27.0,23.285714285714285,24.214285714285715
2026-07-31,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,340.0,4,31,7,31,23.0,21.0,27.0,23.571428571428573,23.928571428571427
2026-08-01,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,23.5,490.0,5,1,8,31,23.0,21.0,27.0,23.928571428571427,23.678571428571427
2026-08-02,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,22.0,310.0,6,2,8,31,23.5,25.0,27.0,23.5,23.321428571428573
2026-08-03,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,21.0,320.0,0,3,8,32,22.0,25.0,26.5,22.928571428571427,22.928571428571427
2026-08-04,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,25.0,320.0,1,4,8,32,21.0,25.0,22.5,22.928571428571427,23.107142857142858
2026-08-05,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,330.0,2,5,8,32,25.0,23.0,23.0,22.928571428571427,23.107142857142858
2026-08-06,Karaikudi(Uzhavar Sandhai ),Sivaganga,Deshi,23.0,340.0,3,6,8,32,23.0,23.0,23.0,22.928571428571427,23.107142857142858
2026-08-07,Karaikudi(Uzhavar Sandhai ),Sivaganga,Local,23.5,480.0,4,7,8,32,23.0,23.0,21.0,23.0,23.285714285714285
