Arrival Date,Market,District,Modal Price Per Kg,Arrival Quantity Kg,arrival_change_pct,price_change_pct,price_deviation_pct,arrival_deviation_pct,anomaly_score,overall_shock,supply_shock,price_shock,shock_status
2025-12-12,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,630.0,3.2786885245901676,15.384615384615374,-10.256410256410255,-0.6756756756756833,0.12951904768125827,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2025-12-13,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,590.0,-6.349206349206349,13.33333333333333,3.478260869565222,-6.561085972850682,0.14908246980336531,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-14,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,610.0,3.3898305084745672,0.0,3.478260869565222,-2.954545454545452,0.205147153809922,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-15,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,620.0,1.6393442622950838,23.529411764705888,23.52941176470588,-0.6864988558352481,0.08837607129879638,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2025-12-16,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,590.0,-4.8387096774193505,0.0,19.512195121951216,-3.9534883720930307,0.15355387838519136,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-19,Aranthangi(Uzhavar Sandhai ),Pudukkottai,47.5,610.0,3.3898305084745672,-9.523809523809524,8.130081300813004,0.23474178403756138,0.16737312146768235,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-20,Aranthangi(Uzhavar Sandhai ),Pudukkottai,47.5,580.0,-4.918032786885251,0.0,3.1007751937984542,-4.018912529550835,0.20188812280919077,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-21,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,550.0,-5.1724137931034475,10.526315789473696,8.888888888888872,-7.228915662650608,0.15151398611772537,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-22,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,530.0,-3.6363636363636376,0.0,5.755395683453231,-9.290953545232282,0.1915777572105553,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-25,Aranthangi(Uzhavar Sandhai ),Pudukkottai,55.0,540.0,1.8867924528301883,4.761904761904767,6.94444444444444,-5.970149253731352,0.17791758615808023,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-26,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,560.0,3.703703703703698,-4.545454545454541,2.0833333333333295,-1.0101010101010015,0.1970316698823748,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-27,Aranthangi(Uzhavar Sandhai ),Pudukkottai,55.0,520.0,-7.14285714285714,4.761904761904767,6.20689655172414,-6.4267352185089885,0.17224993378921344,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-28,Aranthangi(Uzhavar Sandhai ),Pudukkottai,62.5,480.0,-7.692307692307687,13.636363636363647,15.894039735099334,-10.63829787234042,0.11793695733241716,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-29,Aranthangi(Uzhavar Sandhai ),Pudukkottai,62.5,510.0,6.25,0.0,11.464968152866247,-3.2520325203251974,0.18400982255190906,NORMAL,NORMAL,NORMAL,NORMAL
2025-12-30,Aranthangi(Uzhavar Sandhai ),Pudukkottai,62.5,520.0,1.9607843137254832,0.0,8.695652173913043,-0.5464480874317001,0.19924195190038507,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-01,Aranthangi(Uzhavar Sandhai ),Pudukkottai,55.0,560.0,7.692307692307687,-12.0,-4.9382716049382545,6.233062330623313,0.16761451350671308,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-02,Aranthangi(Uzhavar Sandhai ),Pudukkottai,55.0,520.0,-7.14285714285714,0.0,-4.9382716049382545,-0.8174386920981019,0.20278203699838776,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-03,Aranthangi(Uzhavar Sandhai ),Pudukkottai,55.0,530.0,1.9230769230769162,0.0,-5.52147239263805,1.9230769230769231,0.20785689616824593,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-04,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,540.0,1.8867924528301883,-4.545454545454541,-9.259259259259244,3.278688524590158,0.18720974113577094,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-05,Aranthangi(Uzhavar Sandhai ),Pudukkottai,52.5,550.0,1.85185185185186,0.0,-6.9620253164556996,3.2171581769436934,0.20101084694141463,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-07,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,560.0,1.8181818181818077,-19.047619047619047,-20.666666666666664,3.7037037037037033,0.10877612452545071,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-01-08,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,590.0,5.35714285714286,0.0,-16.197183098591562,7.2727272727272725,0.17508674507066369,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-09,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,640.0,8.47457627118644,-11.764705882352944,-22.222222222222236,13.994910941475824,0.09880358253917909,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-10,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,650.0,1.5625,0.0,-17.968750000000014,12.068965517241379,0.15127167152111498,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-11,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,640.0,-1.538461538461533,0.0,-13.223140495867785,7.434052757793774,0.18472184435600653,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-12,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,650.0,1.5625,13.33333333333333,1.709401709401712,6.308411214953267,0.1564569475608827,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-14,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,650.0,0.0,-11.764705882352944,-5.405405405405412,3.8812785388127935,0.17226234900487092,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-15,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,620.0,-4.61538461538461,-13.33333333333333,-14.9532710280374,-2.25225225225226,0.14772974935924948,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-16,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,680.0,9.677419354838701,0.0,-11.650485436893202,5.077262693156738,0.19000261857008427,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-17,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,660.0,-2.941176470588236,15.384615384615374,1.941747572815537,1.5384615384615385,0.1543314322531893,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-01-18,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,680.0,3.0303030303030276,-13.33333333333333,-9.900990099009896,3.930131004366805,0.16201226948381248,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-19,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,690.0,1.4705882352941124,0.0,-8.080808080808072,4.319654427645786,0.20063621286573569,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-20,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,640.0,-7.246376811594201,0.0,-4.210526315789479,-3.0303030303030303,0.2020515632153254,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-21,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,680.0,6.25,0.0,-2.150537634408605,2.365591397849455,0.20819454734397358,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-22,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,670.0,-1.4705882352941124,-15.384615384615385,-15.384615384615385,-0.21276595744681095,0.1454722025182027,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-01-23,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,650.0,-2.985074626865669,18.181818181818187,0.0,-2.569593147751601,0.14537485372989162,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-01-24,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,670.0,3.076923076923066,-15.384615384615385,-11.494252873563223,0.21367521367521614,0.15635802873717947,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-01-25,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,640.0,-4.477611940298509,0.0,-9.411764705882355,-3.44827586206897,0.19635469116836546,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-26,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,660.0,3.125,0.0,-7.228915662650601,0.21691973969631484,0.20201450510166863,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-27,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,690.0,4.545454545454541,0.0,-4.938271604938267,3.648068669527905,0.20680286066626974,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-28,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,680.0,-1.449275362318836,0.0,-2.5316455696202564,2.1459227467811237,0.21189743617289447,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-29,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,720.0,5.882352941176472,0.0,-2.5316455696202564,7.006369426751586,0.20484412175696065,NORMAL,NORMAL,NORMAL,NORMAL
2026-01-30,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,740.0,2.777777777777768,-18.181818181818176,-15.999999999999998,7.916666666666675,0.12112270844813228,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-01-31,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,690.0,-6.756756756756754,0.0,-13.698630136986306,0.20746887966805214,0.18418062694228288,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-01,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,720.0,4.347826086956519,0.0,-11.267605633802818,2.857142857142857,0.19516032408887435,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-02,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,680.0,-5.555555555555558,0.0,-8.695652173913041,-3.2520325203252076,0.19721157823575947,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-03,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,710.0,4.4117647058823595,0.0,-5.970149253731337,0.6072874493927195,0.20538651561068622,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-04,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,730.0,2.8169014084507005,-22.22222222222222,-22.22222222222222,2.4048096192384723,0.090237982989892,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-02-05,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,690.0,-5.47945205479452,28.57142857142858,3.278688524590169,-2.6209677419354813,0.10352762747034283,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-02-06,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,680.0,-1.449275362318836,0.0,3.278688524590169,-2.857142857142857,0.20687095329298788,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-07,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,690.0,1.4705882352941124,0.0,3.278688524590169,-1.4285714285714286,0.20617189082525994,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-08,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,710.0,2.898550724637672,0.0,3.278688524590169,1.635991820040902,0.20594899177826798,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-09,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,720.0,1.4084507042253502,-22.22222222222222,-16.949152542372886,2.231237322515206,0.11222182977237793,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-02-12,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,730.0,1.388888888888884,0.0,-14.035087719298248,3.232323232323237,0.18802630128326003,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-13,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,690.0,-5.47945205479452,28.57142857142858,6.779661016949144,-1.6293279022403282,0.10118950617339234,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-02-14,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,710.0,2.898550724637672,0.0,6.779661016949144,0.8113590263691615,0.20155684012990477,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-15,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,680.0,-4.225352112676061,0.0,6.779661016949144,-3.4482758620689724,0.19633275751306428,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-16,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,650.0,-4.411764705882348,0.0,6.779661016949144,-6.952965235173822,0.19144388983891109,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-19,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,670.0,3.076923076923066,0.0,6.779661016949144,-3.2989690721649527,0.2002426286512775,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-20,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,650.0,-2.985074626865669,0.0,3.278688524590169,-4.811715481171552,0.2014981173855403,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-21,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,640.0,-1.538461538461533,0.0,0.0,-4.477611940298507,0.21045397702539342,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-22,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,650.0,1.5625,0.0,0.0,-2.150537634408609,0.21154447726247383,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-23,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,660.0,1.538461538461533,0.0,0.0,0.4347826086956571,0.2120712347022346,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-25,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,650.0,-1.5151515151515138,-22.22222222222222,-19.67213114754098,-0.4376367614879699,0.10297616893831613,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-02-26,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,670.0,3.076923076923066,0.0,-16.949152542372886,2.178649237472775,0.17782309971632676,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-27,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,650.0,-2.985074626865669,0.0,-14.035087719298248,-0.4376367614879699,0.18907683975000544,NORMAL,NORMAL,NORMAL,NORMAL
2026-02-28,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,640.0,-1.538461538461533,0.0,-10.909090909090907,-1.754385964912283,0.19857087422833053,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-01,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,670.0,4.6875,0.0,-7.547169811320748,2.178649237472775,0.20090952791576244,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-02,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,650.0,-2.985074626865669,0.0,-3.921568627450986,-0.8714596949890994,0.2088840593078915,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-03,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,670.0,3.076923076923066,0.0,0.0,1.9565217391304397,0.21218635093161875,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-04,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,680.0,1.4925373134328401,0.0,0.0,2.80777537796976,0.21118397592872434,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-05,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,720.0,5.882352941176472,0.0,0.0,7.692307692307695,0.2058004716136484,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-06,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,730.0,1.388888888888884,0.0,0.0,7.352941176470589,0.20698966119754053,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-07,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,740.0,1.3698630136986356,0.0,0.0,6.584362139917688,0.2078003238176951,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-08,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,750.0,1.3513513513513598,0.0,0.0,6.275303643724704,0.20819379754597195,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-09,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,720.0,-4.0000000000000036,0.0,0.0,0.5988023952095878,0.21260648264780352,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-10,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,750.0,4.166666666666674,0.0,0.0,3.1434184675835017,0.2116075050815312,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-11,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,720.0,-4.0000000000000036,0.0,0.0,-1.754385964912285,0.21197507239915903,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-12,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,740.0,2.777777777777768,0.0,0.0,0.5825242718446669,0.21213602659743502,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-13,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,760.0,2.7027027027026973,0.0,0.0,2.7027027027027026,0.21163955225170827,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-14,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,720.0,-5.263157894736848,0.0,0.0,-2.325581395348833,0.20896800101535506,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-15,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,680.0,-5.555555555555558,0.0,0.0,-6.483300589390958,0.20375302412365331,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-16,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,650.0,-4.411764705882348,0.0,0.0,-9.362549800796808,0.2013467078747187,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-17,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,680.0,4.615384615384621,0.0,0.0,-3.838383838383834,0.2086139381390475,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-18,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,710.0,4.4117647058823595,0.0,0.0,0.6072874493927195,0.21229996223485892,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-19,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,730.0,2.8169014084507005,0.0,0.0,3.6511156186612506,0.21107894627628504,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-20,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,690.0,-5.47945205479452,0.0,0.0,-0.6172839506172909,0.21079937475673122,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-21,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,670.0,-2.898550724637683,0.0,0.0,-2.49480249480249,0.21172698240740218,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-22,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,720.0,7.462686567164178,0.0,0.0,3.9175257731958713,0.20688882371436207,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-23,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,730.0,1.388888888888884,0.0,0.0,3.6511156186612506,0.21038893694142158,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-24,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,710.0,-2.73972602739726,0.0,0.0,0.20161290322580874,0.21255537890527632,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-25,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,680.0,-4.225352112676061,0.0,0.0,-3.4482758620689724,0.2090163434604329,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-26,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,690.0,1.4705882352941124,0.0,0.0,-1.2269938650306726,0.2121487477459355,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-27,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,650.0,-5.797101449275366,0.0,0.0,-6.185567010309283,0.2035537001277022,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-28,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,670.0,3.076923076923066,0.0,0.0,-3.2989690721649527,0.2113771961060149,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-29,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,680.0,1.4925373134328401,0.0,0.0,-1.039501039501035,0.21227026498345314,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-30,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,670.0,-1.4705882352941124,0.0,0.0,-1.2631578947368398,0.21373826865903256,NORMAL,NORMAL,NORMAL,NORMAL
2026-03-31,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,650.0,-2.985074626865669,0.0,0.0,-2.9850746268656714,0.21151278031985637,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-01,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,690.0,6.153846153846154,0.0,0.0,2.765957446808508,0.20924369139387222,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-02,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,670.0,-2.898550724637683,28.57142857142858,23.529411764705877,0.21367521367521614,0.07005700339742987,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-04-03,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,690.0,2.9850746268656803,-22.22222222222222,-3.921568627450986,2.330508474576264,0.12482588037366532,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-04-04,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,710.0,2.898550724637672,0.0,-3.921568627450986,4.411764705882353,0.2079350600383716,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-05,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,730.0,2.8169014084507005,0.0,-3.921568627450986,6.237006237006242,0.20532197308510358,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-06,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,680.0,-6.849315068493156,0.0,-3.921568627450986,-1.2448132780082963,0.20386906066716404,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-07,Aranthangi(Uzhavar Sandhai ),Pudukkottai,17.5,750.0,10.294117647058831,0.0,-3.921568627450986,6.707317073170726,0.19638753765549627,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-08,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,690.0,-7.9999999999999964,28.57142857142858,18.867924528301895,-1.8292682926829311,0.07298739482951089,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-04-09,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,680.0,-1.449275362318836,0.0,18.867924528301895,-3.4482758620689724,0.15815482587602447,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-10,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,710.0,4.4117647058823595,0.0,14.545454545454547,0.40404040404040864,0.17801166077337433,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-11,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,680.0,-4.225352112676061,0.0,10.526315789473681,-3.2520325203252076,0.18849036271508834,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-12,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,690.0,1.4705882352941124,0.0,6.779661016949144,-1.0245901639344217,0.20271928401482042,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-13,Aranthangi(Uzhavar Sandhai ),Pudukkottai,22.5,710.0,2.898550724637672,0.0,3.278688524590169,1.221995926680242,0.20594899177826798,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-14,Aranthangi(Uzhavar Sandhai ),Pudukkottai,27.5,680.0,-4.225352112676061,22.222222222222232,18.461538461538456,-1.6528925619834736,0.10981291821772243,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-04-15,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,670.0,-1.4705882352941124,18.181818181818187,31.884057971014496,-2.697095435684645,0.05942620283595201,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-04-16,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,690.0,2.9850746268656803,0.0,24.657534246575334,0.0,0.12751188160561844,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-17,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,650.0,-5.797101449275366,0.0,18.181818181818183,-4.6121593291404634,0.15545469760527275,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-18,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,630.0,-3.076923076923077,0.0,12.345679012345686,-6.567796610169498,0.17711009717915233,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-19,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,640.0,1.5873015873015817,0.0,7.058823529411764,-4.068522483940038,0.19845443011179043,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-20,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,660.0,3.125,0.0,2.2471910112359583,0.0,0.20804239882846814,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-21,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,610.0,-7.57575757575758,0.0,0.0,-6.153846153846154,0.20088764961879257,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-22,Aranthangi(Uzhavar Sandhai ),Pudukkottai,32.5,640.0,4.918032786885251,0.0,0.0,-0.8849557522123819,0.21113865324956266,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-24,Aranthangi(Uzhavar Sandhai ),Pudukkottai,33.0,650.0,1.5625,1.538461538461533,1.3157894736842168,1.5625,0.20136504605061856,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-25,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,670.0,3.076923076923066,28.787878787878785,25.0,4.222222222222217,0.0593789139181054,NORMAL,NORMAL,PRICE SHOCK,PRICE SHOCK
2026-04-26,Aranthangi(Uzhavar Sandhai ),Pudukkottai,47.5,640.0,-4.477611940298509,11.764705882352944,31.422924901185763,-0.6651884700665264,0.07528821880394665,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-27,Aranthangi(Uzhavar Sandhai ),Pudukkottai,47.5,620.0,-3.125,0.0,24.06716417910448,-3.340757238307352,0.1310767301516762,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-28,Aranthangi(Uzhavar Sandhai ),Pudukkottai,47.5,580.0,-6.451612903225811,0.0,17.49116607773851,-7.936507936507936,0.15083356579982504,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-29,Aranthangi(Uzhavar Sandhai ),Pudukkottai,47.5,550.0,-5.1724137931034475,0.0,11.577181208053696,-11.494252873563221,0.16952729629107205,NORMAL,NORMAL,NORMAL,NORMAL
2026-04-30,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,590.0,7.272727272727275,-10.526315789473683,-3.4090909090909087,-3.9534883720930307,0.17168697441933423,NORMAL,NORMAL,NORMAL,NORMAL
2026-05-01,Aranthangi(Uzhavar Sandhai ),Pudukkottai,37.5,620.0,5.084745762711873,-11.764705882352944,-16.000000000000007,1.639344262295082,0.15509904747069575,NORMAL,NORMAL,NORMAL,NORMAL
2026-05-02,Aranthangi(Uzhavar Sandhai ),Pudukkottai,42.5,640.0,3.2258064516129004,13.33333333333333,-4.800000000000006,5.6603773584905746,0.1485599505130898,NORMAL,NORMAL,NORMAL,NORMAL
